model,recorded_at,new_price,used_price
INTEL Core Ultra 7 265KF,2026-01-19,1590,
INTEL Core Ultra 7 270K Plus,2026-01-19,4190,
INTEL Core Ultra 9 285K,2026-01-19,4190,
INTEL Core i3-12100,2026-01-19,779,
INTEL Core i3-12100F,2026-01-19,499,
INTEL Core i3-13100,2026-01-19,765,
INTEL Core i3-13100F,2026-01-19,480,
INTEL Core i3-14100,2026-01-19,850,
INTEL Core i3-14100F,2026-01-19,555,
INTEL Core i5-12400,2026-01-19,1139,
INTEL Core i5-12400F,2026-01-19,785,
INTEL Core i5-12490F,2026-01-19,815,
INTEL Core i5-12500,2026-01-19,1235,
INTEL Core i5-12600K,2026-01-19,1240,
INTEL Core i5-12600KF,2026-01-19,990,
INTEL Core i5-13400,2026-01-19,1280,
INTEL Core i5-13400F,2026-01-19,870,
INTEL Core i5-13490F,2026-01-19,880,
INTEL Core i5-13500,2026-01-19,1270,
INTEL Core i5-13600K,2026-01-19,1330,
INTEL Core i5-13600KF,2026-01-19,1110,
INTEL Core i5-14400,2026-01-19,1420,
INTEL Core i5-14400F,2026-01-19,979,
INTEL Core i5-14490F,2026-01-19,1000,
INTEL Core i5-14500,2026-01-19,1410,
INTEL Core i5-14600K,2026-01-19,1488,
INTEL Core i5-14600KF,2026-01-19,1470,
INTEL Core i7-12700K,2026-01-19,1870,
INTEL Core i7-12700KF,2026-01-19,1460,
INTEL Core i7-14700,2026-01-19,2550,
INTEL Core i7-14700F,2026-01-19,1899,
INTEL Core i7-14700K,2026-01-19,2640,
INTEL Core i7-14700KF,2026-01-19,2059,
INTEL Core i9-14900K,2026-01-19,3320,
INTEL Core i9-14900KF,2026-01-19,2839,
AMD Ryzen 5 5500,2026-01-26,499,
AMD Ryzen 5 5500GT,2026-01-26,799,
AMD Ryzen 5 5600,2026-01-26,689,
AMD Ryzen 5 5600GT,2026-01-26,849,
AMD Ryzen 5 5600X,2026-01-26,795,
AMD Ryzen 5 7400F,2026-01-26,750,
AMD Ryzen 5 7500F,2026-01-26,799,
AMD Ryzen 5 7600X,2026-01-26,1089,
AMD Ryzen 5 8400F,2026-01-26,769,
AMD Ryzen 5 8600G,2026-01-26,1209,
AMD Ryzen 5 9500F,2026-01-26,1100,
AMD Ryzen 5 9600X,2026-01-26,1189,
AMD Ryzen 7 5700G,2026-01-26,1089,
AMD Ryzen 7 5700X,2026-01-26,915,
AMD Ryzen 7 5700X3D,2026-01-26,2099,
AMD Ryzen 7 7700,2026-01-26,1299,
AMD Ryzen 7 7800X3D,2026-01-26,1949,
AMD Ryzen 7 8700F,2026-01-26,959,
AMD Ryzen 7 8700G,2026-01-26,1749,
AMD Ryzen 7 9700X,2026-01-26,1599,
AMD Ryzen 7 9800X3D,2026-01-26,2779,
AMD Ryzen 7 9850X3D,2026-01-26,3289,
AMD Ryzen 9 9900X,2026-01-26,2459,
AMD Ryzen 9 9900X3D,2026-01-26,3199,
AMD Ryzen 9 9950X,2026-01-26,2979,
AMD Ryzen 9 9950X3D,2026-01-26,4349,
INTEL Core Ultra 5 225,2026-01-26,995,
INTEL Core Ultra 5 225F,2026-01-26,795,
INTEL Core Ultra 5 230F,2026-01-26,789,
INTEL Core Ultra 5 235,2026-01-26,1200,
INTEL Core Ultra 5 245K,2026-01-26,1319,
INTEL Core Ultra 5 245KF,2026-01-26,1139,
INTEL Core Ultra 5 250K Plus,2026-01-26,1319,
INTEL Core Ultra 5 250KF Plus,2026-01-26,1319,
INTEL Core Ultra 7 265K,2026-01-26,1830,
INTEL Core Ultra 7 265KF,2026-01-26,1590,
INTEL Core Ultra 7 270K Plus,2026-01-26,4299,
INTEL Core Ultra 9 285K,2026-01-26,4299,
INTEL Core i3-12100,2026-01-26,769,
INTEL Core i3-12100F,2026-01-26,499,
INTEL Core i3-13100,2026-01-26,765,
INTEL Core i3-13100F,2026-01-26,480,
INTEL Core i3-14100,2026-01-26,850,
INTEL Core i3-14100F,2026-01-26,555,
INTEL Core i5-12400,2026-01-26,1119,
INTEL Core i5-12400F,2026-01-26,779,
INTEL Core i5-12490F,2026-01-26,815,
INTEL Core i5-12500,2026-01-26,1235,
INTEL Core i5-12600K,2026-01-26,1240,
INTEL Core i5-12600KF,2026-01-26,990,
INTEL Core i5-13400,2026-01-26,1280,
INTEL Core i5-13400F,2026-01-26,870,
INTEL Core i5-13490F,2026-01-26,880,
INTEL Core i5-13500,2026-01-26,1270,
INTEL Core i5-13600K,2026-01-26,1239,
INTEL Core i5-13600KF,2026-01-26,1110,
INTEL Core i5-14400,2026-01-26,1420,
INTEL Core i5-14400F,2026-01-26,979,
INTEL Core i5-14490F,2026-01-26,1000,
INTEL Core i5-14500,2026-01-26,1410,
INTEL Core i5-14600K,2026-01-26,1488,
INTEL Core i5-14600KF,2026-01-26,1470,
INTEL Core i7-12700K,2026-01-26,1699,
INTEL Core i7-12700KF,2026-01-26,1460,
INTEL Core i7-14700,2026-01-26,2550,
INTEL Core i7-14700F,2026-01-26,1909,
INTEL Core i7-14700K,2026-01-26,2640,
INTEL Core i7-14700KF,2026-01-26,2049,
INTEL Core i9-14900K,2026-01-26,3299,
INTEL Core i9-14900KF,2026-01-26,2799,
AMD Ryzen 5 5500,2026-02-02,496,
AMD Ryzen 5 5500GT,2026-02-02,796,
AMD Ryzen 5 5600,2026-02-02,686,
AMD Ryzen 5 5600GT,2026-02-02,846,
AMD Ryzen 5 5600X,2026-02-02,796,
AMD Ryzen 5 7400F,2026-02-02,766,
AMD Ryzen 5 7500F,2026-02-02,796,
AMD Ryzen 5 7600X,2026-02-02,1086,
AMD Ryzen 5 8400F,2026-02-02,766,
AMD Ryzen 5 8600G,2026-02-02,1206,
AMD Ryzen 5 9500F,2026-02-02,1096,
AMD Ryzen 5 9600X,2026-02-02,1186,
AMD Ryzen 7 5700G,2026-02-02,1086,
AMD Ryzen 7 5700X,2026-02-02,912,
AMD Ryzen 7 5700X3D,2026-02-02,2096,
AMD Ryzen 7 7700,2026-02-02,1292,
AMD Ryzen 7 7800X3D,2026-02-02,1946,
AMD Ryzen 7 8700F,2026-02-02,956,
AMD Ryzen 7 8700G,2026-02-02,1766,
AMD Ryzen 7 9700X,2026-02-02,1596,
AMD Ryzen 7 9800X3D,2026-02-02,2776,
AMD Ryzen 7 9850X3D,2026-02-02,3286,
AMD Ryzen 9 9900X,2026-02-02,2456,
AMD Ryzen 9 9900X3D,2026-02-02,3196,
AMD Ryzen 9 9950X,2026-02-02,2976,
AMD Ryzen 9 9950X3D,2026-02-02,4346,
INTEL Core Ultra 5 225,2026-02-02,976,
INTEL Core Ultra 5 225F,2026-02-02,786,
INTEL Core Ultra 5 230F,2026-02-02,786,
INTEL Core Ultra 5 235,2026-02-02,1197,
INTEL Core Ultra 5 245K,2026-02-02,1296,
INTEL Core Ultra 5 245KF,2026-02-02,1156,
INTEL Core Ultra 5 250K Plus,2026-02-02,1296,
INTEL Core Ultra 5 250KF Plus,2026-02-02,1296,
INTEL Core Ultra 7 265K,2026-02-02,1827,
INTEL Core Ultra 7 265KF,2026-02-02,1587,
INTEL Core Ultra 7 270K Plus,2026-02-02,4256,
INTEL Core Ultra 9 285K,2026-02-02,4256,
INTEL Core i3-12100,2026-02-02,766,
INTEL Core i3-12100F,2026-02-02,496,
INTEL Core i3-13100,2026-02-02,847,
INTEL Core i3-13100F,2026-02-02,477,
INTEL Core i3-14100,2026-02-02,832,
INTEL Core i3-14100F,2026-02-02,546,
INTEL Core i5-12400,2026-02-02,1096,
INTEL Core i5-12400F,2026-02-02,776,
INTEL Core i5-12490F,2026-02-02,812,
INTEL Core i5-12500,2026-02-02,1247,
INTEL Core i5-12600K,2026-02-02,1217,
INTEL Core i5-12600KF,2026-02-02,1057,
INTEL Core i5-13400,2026-02-02,1277,
INTEL Core i5-13400F,2026-02-02,886,
INTEL Core i5-13490F,2026-02-02,877,
INTEL Core i5-13500,2026-02-02,1267,
INTEL Core i5-13600K,2026-02-02,1236,
INTEL Core i5-13600KF,2026-02-02,1107,
INTEL Core i5-14400,2026-02-02,1417,
INTEL Core i5-14400F,2026-02-02,966,
INTEL Core i5-14490F,2026-02-02,997,
INTEL Core i5-14500,2026-02-02,1397,
INTEL Core i5-14600K,2026-02-02,1466,
INTEL Core i5-14600KF,2026-02-02,1456,
INTEL Core i7-12700K,2026-02-02,1696,
INTEL Core i7-12700KF,2026-02-02,1527,
INTEL Core i7-14700,2026-02-02,2597,
INTEL Core i7-14700F,2026-02-02,1906,
INTEL Core i7-14700K,2026-02-02,2697,
INTEL Core i7-14700KF,2026-02-02,2036,
INTEL Core i9-14900K,2026-02-02,3296,
INTEL Core i9-14900KF,2026-02-02,2766,
AMD Ryzen 5 5500,2026-02-10,486,
AMD Ryzen 5 5500GT,2026-02-10,782,
AMD Ryzen 5 5600,2026-02-10,686,
AMD Ryzen 5 5600GT,2026-02-10,846,
AMD Ryzen 5 5600X,2026-02-10,791,
AMD Ryzen 5 7400F,2026-02-10,766,
AMD Ryzen 5 7500F,2026-02-10,796,
AMD Ryzen 5 7600X,2026-02-10,1086,
AMD Ryzen 5 8400F,2026-02-10,756,
AMD Ryzen 5 8600G,2026-02-10,1216,
AMD Ryzen 5 9500F,2026-02-10,1156,
AMD Ryzen 5 9600X,2026-02-10,1176,
AMD Ryzen 7 5700G,2026-02-10,1092,
AMD Ryzen 7 5700X,2026-02-10,906,
AMD Ryzen 7 5700X3D,2026-02-10,2096,
AMD Ryzen 7 7700,2026-02-10,1296,
AMD Ryzen 7 7800X3D,2026-02-10,1946,
AMD Ryzen 7 8700F,2026-02-10,956,
AMD Ryzen 7 8700G,2026-02-10,1786,
AMD Ryzen 7 9700X,2026-02-10,1596,
AMD Ryzen 7 9800X3D,2026-02-10,2776,
AMD Ryzen 7 9850X3D,2026-02-10,3286,
AMD Ryzen 9 9900X,2026-02-10,2446,
AMD Ryzen 9 9900X3D,2026-02-10,3219,
AMD Ryzen 9 9950X,2026-02-10,2976,
AMD Ryzen 9 9950X3D,2026-02-10,4346,
INTEL Core Ultra 5 225,2026-02-10,976,
INTEL Core Ultra 5 225F,2026-02-10,786,
INTEL Core Ultra 5 230F,2026-02-10,788,
INTEL Core Ultra 5 235,2026-02-10,1197,
INTEL Core Ultra 5 245K,2026-02-10,1296,
INTEL Core Ultra 5 245KF,2026-02-10,1156,
INTEL Core Ultra 5 250K Plus,2026-02-10,1296,
INTEL Core Ultra 5 250KF Plus,2026-02-10,1296,
INTEL Core Ultra 7 265K,2026-02-10,1796,
INTEL Core Ultra 7 265KF,2026-02-10,1587,
INTEL Core Ultra 7 270K Plus,2026-02-10,4256,
INTEL Core Ultra 9 285K,2026-02-10,4256,
INTEL Core i3-12100,2026-02-10,722,
INTEL Core i3-12100F,2026-02-10,477,
INTEL Core i3-13100,2026-02-10,847,
INTEL Core i3-13100F,2026-02-10,507,
INTEL Core i3-14100,2026-02-10,832,
INTEL Core i3-14100F,2026-02-10,557,
INTEL Core i5-12400,2026-02-10,1057,
INTEL Core i5-12400F,2026-02-10,757,
INTEL Core i5-12490F,2026-02-10,846,
INTEL Core i5-12500,2026-02-10,1122,
INTEL Core i5-12600K,2026-02-10,1217,
INTEL Core i5-12600KF,2026-02-10,1057,
INTEL Core i5-13400,2026-02-10,1257,
INTEL Core i5-13400F,2026-02-10,862,
INTEL Core i5-13490F,2026-02-10,877,
INTEL Core i5-13500,2026-02-10,1287,
INTEL Core i5-13600K,2026-02-10,1236,
INTEL Core i5-13600KF,2026-02-10,1176,
INTEL Core i5-14400,2026-02-10,1297,
INTEL Core i5-14400F,2026-02-10,966,
INTEL Core i5-14490F,2026-02-10,997,
INTEL Core i5-14500,2026-02-10,1397,
INTEL Core i5-14600K,2026-02-10,1477,
INTEL Core i5-14600KF,2026-02-10,1417,
INTEL Core i7-12700K,2026-02-10,1696,
INTEL Core i7-12700KF,2026-02-10,1606,
INTEL Core i7-14700,2026-02-10,2597,
INTEL Core i7-14700F,2026-02-10,1906,
INTEL Core i7-14700K,2026-02-10,2697,
INTEL Core i7-14700KF,2026-02-10,2036,
INTEL Core i9-14900K,2026-02-10,3296,
INTEL Core i9-14900KF,2026-02-10,2786,
AMD Ryzen 5 5500,2026-02-17,486,
AMD Ryzen 5 5500GT,2026-02-17,782,
AMD Ryzen 5 5600,2026-02-17,686,
AMD Ryzen 5 5600GT,2026-02-17,846,
AMD Ryzen 5 5600X,2026-02-17,796,
AMD Ryzen 5 7400F,2026-02-17,766,
AMD Ryzen 5 7500F,2026-02-17,796,
AMD Ryzen 5 7600X,2026-02-17,1086,
AMD Ryzen 5 8400F,2026-02-17,756,
AMD Ryzen 5 8600G,2026-02-17,1216,
AMD Ryzen 5 9500F,2026-02-17,1049,
AMD Ryzen 5 9600X,2026-02-17,1196,
AMD Ryzen 7 5700G,2026-02-17,1096,
AMD Ryzen 7 5700X,2026-02-17,912,
AMD Ryzen 7 5700X3D,2026-02-17,2096,
AMD Ryzen 7 7700,2026-02-17,1296,
AMD Ryzen 7 7800X3D,2026-02-17,1946,
AMD Ryzen 7 8700F,2026-02-17,956,
AMD Ryzen 7 8700G,2026-02-17,1816,
AMD Ryzen 7 9700X,2026-02-17,1596,
AMD Ryzen 7 9800X3D,2026-02-17,2776,
AMD Ryzen 7 9850X3D,2026-02-17,3286,
AMD Ryzen 9 9900X,2026-02-17,2446,
AMD Ryzen 9 9900X3D,2026-02-17,3196,
AMD Ryzen 9 9950X,2026-02-17,2976,
AMD Ryzen 9 9950X3D,2026-02-17,4366,
INTEL Core Ultra 5 225,2026-02-17,1007,
INTEL Core Ultra 5 225F,2026-02-17,787,
INTEL Core Ultra 5 230F,2026-02-17,847,
INTEL Core Ultra 5 235,2026-02-17,1197,
INTEL Core Ultra 5 245K,2026-02-17,1357,
INTEL Core Ultra 5 245KF,2026-02-17,1197,
INTEL Core Ultra 5 250K Plus,2026-02-17,1357,
INTEL Core Ultra 5 250KF Plus,2026-02-17,1357,
INTEL Core Ultra 7 265K,2026-02-17,1797,
INTEL Core Ultra 7 265KF,2026-02-17,1547,
INTEL Core Ultra 7 270K Plus,2026-02-17,4247,
INTEL Core Ultra 9 285K,2026-02-17,4247,
INTEL Core i3-12100,2026-02-17,722,
INTEL Core i3-12100F,2026-02-17,477,
INTEL Core i3-13100,2026-02-17,847,
INTEL Core i3-13100F,2026-02-17,507,
INTEL Core i3-14100,2026-02-17,832,
INTEL Core i3-14100F,2026-02-17,557,
INTEL Core i5-12400,2026-02-17,1057,
INTEL Core i5-12400F,2026-02-17,757,
INTEL Core i5-12490F,2026-02-17,862,
INTEL Core i5-12500,2026-02-17,1122,
INTEL Core i5-12600K,2026-02-17,1217,
INTEL Core i5-12600KF,2026-02-17,1057,
INTEL Core i5-13400,2026-02-17,1257,
INTEL Core i5-13400F,2026-02-17,862,
INTEL Core i5-13490F,2026-02-17,877,
INTEL Core i5-13500,2026-02-17,1287,
INTEL Core i5-13600K,2026-02-17,1197,
INTEL Core i5-13600KF,2026-02-17,1142,
INTEL Core i5-14400,2026-02-17,1377,
INTEL Core i5-14400F,2026-02-17,947,
INTEL Core i5-14490F,2026-02-17,997,
INTEL Core i5-14500,2026-02-17,1397,
INTEL Core i5-14600K,2026-02-17,1477,
INTEL Core i5-14600KF,2026-02-17,1417,
INTEL Core i7-12700K,2026-02-17,1647,
INTEL Core i7-12700KF,2026-02-17,1527,
INTEL Core i7-14700,2026-02-17,2597,
INTEL Core i7-14700F,2026-02-17,1832,
INTEL Core i7-14700K,2026-02-17,2697,
INTEL Core i7-14700KF,2026-02-17,2057,
INTEL Core i9-14900K,2026-02-17,3317,
INTEL Core i9-14900KF,2026-02-17,2787,
AMD Ryzen 3 3100,2026-02-18,,179
AMD Ryzen 3 3300X,2026-02-18,,290
AMD Ryzen 5 3500X,2026-02-18,,252
AMD Ryzen 5 3600,2026-02-18,,355
AMD Ryzen 5 3600X,2026-02-18,,398
AMD Ryzen 5 3600XT,2026-02-18,,400
AMD Ryzen 5 5500,2026-02-18,,450
AMD Ryzen 5 5500GT,2026-02-18,,688
AMD Ryzen 5 5600,2026-02-18,,650
AMD Ryzen 5 5600G,2026-02-18,,718
AMD Ryzen 5 5600GT,2026-02-18,,739
AMD Ryzen 5 5600X,2026-02-18,,730
AMD Ryzen 5 7400F,2026-02-18,,599
AMD Ryzen 5 7500F,2026-02-18,,650
AMD Ryzen 5 7600,2026-02-18,,960
AMD Ryzen 5 7600X,2026-02-18,,778
AMD Ryzen 5 7600X3D,2026-02-18,,1680
AMD Ryzen 5 8400F,2026-02-18,,520
AMD Ryzen 5 8600G,2026-02-18,,880
AMD Ryzen 5 9500F,2026-02-18,,895
AMD Ryzen 5 9600X,2026-02-18,,1020
AMD Ryzen 7 3700X,2026-02-18,,488
AMD Ryzen 7 3800X,2026-02-18,,539
AMD Ryzen 7 5700G,2026-02-18,,845
AMD Ryzen 7 5700X,2026-02-18,,858
AMD Ryzen 7 5700X3D,2026-02-18,,1688
AMD Ryzen 7 5800,2026-02-18,,810
AMD Ryzen 7 5800X,2026-02-18,,959
AMD Ryzen 7 5800X3D,2026-02-18,,2365
AMD Ryzen 7 7700,2026-02-18,,900
AMD Ryzen 7 7700X,2026-02-18,,1075
AMD Ryzen 7 7800X3D,2026-02-18,,1799
AMD Ryzen 7 8700F,2026-02-18,,820
AMD Ryzen 7 8700G,2026-02-18,,1300
AMD Ryzen 7 9700X,2026-02-18,,1469
AMD Ryzen 7 9800X3D,2026-02-18,,2650
AMD Ryzen 9 3900X,2026-02-18,,810
AMD Ryzen 9 3950X,2026-02-18,,1258
AMD Ryzen 9 5900X,2026-02-18,,1300
AMD Ryzen 9 5950X,2026-02-18,,1715
AMD Ryzen 9 7900X,2026-02-18,,1400
AMD Ryzen 9 7900X3D,2026-02-18,,1750
AMD Ryzen 9 7950X,2026-02-18,,2000
AMD Ryzen 9 7950X3D,2026-02-18,,2500
AMD Ryzen 9 9900X,2026-02-18,,1998
AMD Ryzen 9 9900X3D,2026-02-18,,2980
AMD Ryzen 9 9950X,2026-02-18,,2780
AMD Ryzen 9 9950X3D,2026-02-18,,3900
INTEL Core Ultra 5 225,2026-02-18,,880
INTEL Core Ultra 5 225F,2026-02-18,,705
INTEL Core Ultra 5 230F,2026-02-18,,778
INTEL Core Ultra 5 235,2026-02-18,,1000
INTEL Core Ultra 5 245K,2026-02-18,,1180
INTEL Core Ultra 5 245KF,2026-02-18,,1050
INTEL Core Ultra 7 265K,2026-02-18,,1600
INTEL Core Ultra 7 265KF,2026-02-18,,1500
INTEL Core Ultra 9 285K,2026-02-18,,3600
INTEL Core i3-10100,2026-02-18,,420
INTEL Core i3-10100F,2026-02-18,,398
INTEL Core i3-10105,2026-02-18,,440
INTEL Core i3-10105F,2026-02-18,,307
INTEL Core i3-12100,2026-02-18,,664
INTEL Core i3-12100F,2026-02-18,,420
INTEL Core i3-13100,2026-02-18,,750
INTEL Core i3-13100F,2026-02-18,,459
INTEL Core i3-14100,2026-02-18,,765
INTEL Core i3-14100F,2026-02-18,,517
INTEL Core i5-10400,2026-02-18,,620
INTEL Core i5-10400F,2026-02-18,,470
INTEL Core i5-10600K,2026-02-18,,668
INTEL Core i5-10600KF,2026-02-18,,600
INTEL Core i5-11400,2026-02-18,,650
INTEL Core i5-11400F,2026-02-18,,521
INTEL Core i5-11600K,2026-02-18,,760
INTEL Core i5-11600KF,2026-02-18,,680
INTEL Core i5-12400,2026-02-18,,930
INTEL Core i5-12400F,2026-02-18,,708
INTEL Core i5-12490F,2026-02-18,,719
INTEL Core i5-12500,2026-02-18,,1010
INTEL Core i5-12600K,2026-02-18,,1082
INTEL Core i5-12600KF,2026-02-18,,968
INTEL Core i5-13400,2026-02-18,,1125
INTEL Core i5-13400F,2026-02-18,,817
INTEL Core i5-13490F,2026-02-18,,849
INTEL Core i5-13500,2026-02-18,,1200
INTEL Core i5-13600K,2026-02-18,,1147
INTEL Core i5-13600KF,2026-02-18,,1114
INTEL Core i5-14400,2026-02-18,,1200
INTEL Core i5-14400F,2026-02-18,,905
INTEL Core i5-14490F,2026-02-18,,960
INTEL Core i5-14500,2026-02-18,,1100
INTEL Core i5-14600K,2026-02-18,,1350
INTEL Core i5-14600KF,2026-02-18,,1362
INTEL Core i7-10700,2026-02-18,,1178
INTEL Core i7-10700F,2026-02-18,,950
INTEL Core i7-10700K,2026-02-18,,1500
INTEL Core i7-10700KF,2026-02-18,,950
INTEL Core i7-11700,2026-02-18,,1100
INTEL Core i7-11700F,2026-02-18,,1000
INTEL Core i7-11700K,2026-02-18,,1328
INTEL Core i7-11700KF,2026-02-18,,980
INTEL Core i7-12700,2026-02-18,,1530
INTEL Core i7-12700F,2026-02-18,,1375
INTEL Core i7-12700K,2026-02-18,,1490
INTEL Core i7-12700KF,2026-02-18,,1368
INTEL Core i7-13700,2026-02-18,,1920
INTEL Core i7-13700F,2026-02-18,,1400
INTEL Core i7-13700K,2026-02-18,,1912
INTEL Core i7-13700KF,2026-02-18,,1493
INTEL Core i7-14700,2026-02-18,,1850
INTEL Core i7-14700F,2026-02-18,,1660
INTEL Core i7-14700K,2026-02-18,,2019
INTEL Core i7-14700KF,2026-02-18,,1790
INTEL Core i9-10850K,2026-02-18,,1550
INTEL Core i9-10900,2026-02-18,,2335
INTEL Core i9-10900F,2026-02-18,,1300
INTEL Core i9-10900K,2026-02-18,,2400
INTEL Core i9-10900KF,2026-02-18,,1400
INTEL Core i9-11900,2026-02-18,,1950
INTEL Core i9-11900F,2026-02-18,,1250
INTEL Core i9-11900K,2026-02-18,,1950
INTEL Core i9-11900KF,2026-02-18,,1550
INTEL Core i9-12900K,2026-02-18,,1760
INTEL Core i9-12900KF,2026-02-18,,1694
INTEL Core i9-12900KS,2026-02-18,,1800
INTEL Core i9-13900K,2026-02-18,,1850
INTEL Core i9-13900KF,2026-02-18,,1850
INTEL Core i9-13900KS,2026-02-18,,2025
INTEL Core i9-14900,2026-02-18,,2454
INTEL Core i9-14900K,2026-02-18,,2725
INTEL Core i9-14900KF,2026-02-18,,2300
INTEL Core i9-14900KS,2026-02-18,,2750
AMD Ryzen 5 5500,2026-02-24,495,
AMD Ryzen 5 5500GT,2026-02-24,796,
AMD Ryzen 5 5500X3D,2026-02-24,1156,
AMD Ryzen 5 5600,2026-02-24,686,
AMD Ryzen 5 5600GT,2026-02-24,836,
AMD Ryzen 5 5600X,2026-02-24,796,
AMD Ryzen 5 7400F,2026-02-24,766,
AMD Ryzen 5 7500F,2026-02-24,786,
AMD Ryzen 5 7600X,2026-02-24,1086,
AMD Ryzen 5 8400F,2026-02-24,766,
AMD Ryzen 5 8600G,2026-02-24,1206,
AMD Ryzen 5 9500F,2026-02-24,996,
AMD Ryzen 5 9600X,2026-02-24,1186,
AMD Ryzen 7 5700G,2026-02-24,1086,
AMD Ryzen 7 5700X,2026-02-24,916,
AMD Ryzen 7 5700X3D,2026-02-24,2096,
AMD Ryzen 7 7700,2026-02-24,1292,
AMD Ryzen 7 7800X3D,2026-02-24,1936,
AMD Ryzen 7 8700F,2026-02-24,956,
AMD Ryzen 7 8700G,2026-02-24,1766,
AMD Ryzen 7 9700X,2026-02-24,1586,
AMD Ryzen 7 9800X3D,2026-02-24,2786,
AMD Ryzen 7 9850X3D,2026-02-24,3246,
AMD Ryzen 9 9900X,2026-02-24,2396,
AMD Ryzen 9 9900X3D,2026-02-24,3456,
AMD Ryzen 9 9950X,2026-02-24,2896,
AMD Ryzen 9 9950X3D,2026-02-24,4356,
INTEL Core Ultra 5 225,2026-02-24,1007,
INTEL Core Ultra 5 225F,2026-02-24,787,
INTEL Core Ultra 5 230F,2026-02-24,847,
INTEL Core Ultra 5 235,2026-02-24,1197,
INTEL Core Ultra 5 245K,2026-02-24,1357,
INTEL Core Ultra 5 245KF,2026-02-24,1197,
INTEL Core Ultra 5 250K Plus,2026-02-24,1357,
INTEL Core Ultra 5 250KF Plus,2026-02-24,1357,
INTEL Core Ultra 7 265K,2026-02-24,1827,
INTEL Core Ultra 7 265KF,2026-02-24,1547,
INTEL Core Ultra 7 270K Plus,2026-02-24,4317,
INTEL Core Ultra 9 285K,2026-02-24,4317,
INTEL Core i3-12100,2026-02-24,712,
INTEL Core i3-12100F,2026-02-24,497,
INTEL Core i3-13100,2026-02-24,857,
INTEL Core i3-13100F,2026-02-24,527,
INTEL Core i3-14100,2026-02-24,847,
INTEL Core i3-14100F,2026-02-24,567,
INTEL Core i5-12400,2026-02-24,1067,
INTEL Core i5-12400F,2026-02-24,752,
INTEL Core i5-12490F,2026-02-24,852,
INTEL Core i5-12500,2026-02-24,1152,
INTEL Core i5-12600K,2026-02-24,1227,
INTEL Core i5-12600KF,2026-02-24,1087,
INTEL Core i5-13400,2026-02-24,1257,
INTEL Core i5-13400F,2026-02-24,862,
INTEL Core i5-13490F,2026-02-24,877,
INTEL Core i5-13500,2026-02-24,1287,
INTEL Core i5-13600K,2026-02-24,1237,
INTEL Core i5-13600KF,2026-02-24,1182,
